country,iso3,year,mean_wbgt,renewable_energy_pct,fossil_fuel_pct,electricity_per_capita,co2_per_capita,gdp_per_capita,unemployment_rate,health_expenditure_pct,agri_valueadded_pct,urbanization_pct
Bangladesh,BGD,2000,0.7237630124009002,0.3745617444542568,0.17334418590659104,-1.3174738213227961,-1.2146459376453327,-0.9282599079325047,-0.8808811612405877,-1.6512583621376002,0.46815284574101945,-0.37865106000607673
Bangladesh,BGD,2001,0.7532325651807498,0.1381174562828117,0.32788736570621574,-1.2722539058559168,-1.1288688173132577,-0.9302362842146787,-0.7741892923398022,-1.6880753115375549,0.34546659951179104,-0.31404185040365684
Bangladesh,BGD,2002,0.7699098631568585,0.05563689064161,0.3265033969318907,-1.2378849962589793,-1.1093301039673593,-0.9309917675719503,-0.6624766296083913,-1.5073129833738574,0.16715046731925826,-0.22976896831354401
Bangladesh,BGD,2003,0.7663511870818828,-0.04333978812783187,0.38324611667921543,-1.209397852434743,-1.0911009929434365,-0.898748414344325,-0.5513915661058085,-1.476823096096906,0.05834231230303066,-0.14383616581862615
Bangladesh,BGD,2004,0.7708754079731981,-0.07633201438431261,0.39616315857291545,-1.055870841871486,-1.0685811128122182,-0.8704269417711739,-0.5532743637922931,-1.4355531197794182,-0.018636893511245065,-0.05637112910388756
Bangladesh,BGD,2005,0.8409866683063709,-0.1533138756494341,0.4552124929441157,-1.0085700449630413,-1.0375437642376664,-0.8464160862718857,-0.5733575391147939,-1.3684485353226827,-0.11679633177385017,0.032370769460700985
Bangladesh,BGD,2006,0.8461322613961316,-0.26328796317103637,0.5428638486513652,-0.9184196678143065,-0.9969298356092333,-0.8363079735933729,-0.7801514850136695,-1.3152444517711812,-0.19254336858441046,0.12277258843009453
Bangladesh,BGD,2007,0.7759522070064717,-0.34026982443615783,0.5968386308500401,-0.8780116530073357,-0.9625638565263713,-0.7896365403826826,-0.6464728492732733,-1.241425579643306,-0.22462935791909375,0.21470664161930839
Bangladesh,BGD,2008,0.8112601494919971,-0.4502439119577601,0.6512747359734903,-0.8694162014249769,-0.892445473524971,-0.7159447815842346,-0.49741803242658766,-1.3015075541059415,-0.2543684904127312,0.30804524284335777
Bangladesh,BGD,2009,0.871355399871597,-0.5657167038554425,0.7246250810127146,-0.7892809401899931,-0.8428403748647427,-0.6510414086485867,-0.3380078283042374,-1.2296846950148268,-0.3236333619469576,0.40266070591725717
Bangladesh,BGD,2010,0.9030314208455336,-0.719680426385686,0.78321309245914,-0.6960253385987101,-0.7664401552043423,-0.5743401733437473,-0.8466770032694535,-1.1127906593886745,-0.33822466111386545,0.4988084032109768
Bangladesh,BGD,2011,0.7635221326765883,-0.8241558095312079,0.8238095098393396,-0.6123742337299157,-0.7079596575880506,-0.4958945663886049,-0.7346505409236285,-1.0279516999813803,-0.36519262345369263,0.5962329623545468
Bangladesh,BGD,2012,0.7773169596858955,-0.8846415576680893,0.8847041359096393,-0.5336964839502942,-0.6506848668739522,-0.4739718631468254,-0.6295276700949135,-1.0395378995077769,-0.4543958966909239,0.6942959524230414
Bangladesh,BGD,2013,0.7706789402412899,-0.9011376707963294,0.9566705121745391,-0.44691114077157124,-0.6283944721126954,-0.3772464171128597,-0.5181288069779166,-1.1042426019047376,-0.550914241414027,0.7924866286765215
Bangladesh,BGD,2014,0.7986716464967338,-0.9891169408136113,0.9765073979398644,-0.3136855796797813,-0.572496039939682,-0.24361300400215022,-0.5212668031220573,-1.12273991240599,-0.570894958804071,0.8911880496699411
Bangladesh,BGD,2015,0.8448887076574004,-1.1155871414634537,1.0466284825056642,-0.2146102571707694,-0.4577754924377767,-0.1161359245740504,-0.5275427954103389,-1.1305150794677892,-0.6510993732242089,0.9898894706633615
Bangladesh,BGD,2016,0.9412416631729656,-1.2750495683697771,1.1347411611376887,0.06741263075173466,-0.348642321932707,0.3007575744225148,-0.5419775776733865,-0.9998586291542964,-0.8370319114790064,1.0888462640267513
Bangladesh,BGD,2017,0.8832037597532448,-1.3905223602674595,1.1642658283232887,0.2018373200134691,-0.26177727545197693,0.45950816996697835,-0.5350739861562768,-1.024584512092987,-0.9086170231391764,1.1878030573901412
Bangladesh,BGD,2018,0.805150225598658,-1.4510081084043407,1.177644193141764,0.32513312223618324,-0.2117389107919067,0.6107657250293784,-0.5240909996517841,-1.0814146547811208,-0.9759258667190039,1.2866321645685463
Bangladesh,BGD,2019,0.889717342889794,-1.5004964477890617,1.2334642670395386,0.5193789629613319,-0.1885745583058526,0.7722212239486166,-0.5134218127617056,-1.1467399592477003,-1.047121366932259,1.3853335855619668
Bangladesh,BGD,2020,0.8347543314595779,-1.4400106996521804,1.2445360172341389,0.4966051420569684,-0.2770872789340823,0.8890304518447335,-0.20119119641970062,-1.1322291009837735,-1.0436848664363811,1.4839073203704016
Bangladesh,BGD,2021,0.8882018502924793,-1.560982195925943,1.3068146120787636,0.7800620144222064,-0.09699255853801048,1.118620991263964,-0.23539535439083484,-1.026467041824818,-1.0954259744133648,1.5820979966238815
India,IND,2000,0.08199216219477756,-0.35676593756439845,0.6028358288721148,-0.055347610692530254,0.45611221298302773,-0.8830484231137824,0.485402359918296,0.9134193261135014,0.31199848964817173,0.1419255161778477
India,IND,2001,0.11250880098144948,-0.345768528812238,0.5972999537748154,-0.05610763979362547,0.4505706995559406,-0.875584048184394,0.4945025487363041,1.1718867722152868,0.3131019002715726,0.1739747486090873
India,IND,2002,0.1411281401573051,-0.41725168570127974,0.6355897565311401,0.019785177712208404,0.49081476981744193,-0.8571460070163406,0.5258825101777118,1.1462372934714185,0.019105757019893015,0.21560044491420371
India,IND,2003,0.1299713628788102,-0.4282490944534397,0.64573886087619,0.09512914823225321,0.5181582395487772,-0.7835654568291299,0.5029751383254842,0.8834237823686817,0.027209736849728456,0.25748151358929
India,IND,2004,0.13015973719230844,-0.46674002508600065,0.6900258616545897,0.19482996377503292,0.6500996190741413,-0.7049589110665457,0.48571615953271013,0.8254755058444934,-0.2234792560078397,0.29974564081933136
India,IND,2005,0.10470998300135745,-0.5052309557185612,0.7024815806235152,0.27103347753595763,0.7097343047736829,-0.6203539661198446,0.46280878768048256,0.6340564153399093,-0.2509111584943744,0.34213745423435793
India,IND,2006,0.1874386803006102,-0.5602179994793623,0.7296996331852396,0.4547725353061616,0.8302925005531206,-0.5308912646613143,0.46280878768048256,0.4266346404614896,-0.36526944809433287,0.38478464001935436
