country,sum_climate_to_energy,sum_energy_to_socio
Bangladesh,0.0005741578406802646,3.4657926737869684
India,0.0610240153358831,2.339111857028924
Nepal,0.0001648351280210921,1.101185938721037
Pakistan,0.1328847841133844,0.00033457438507270606
Sri Lanka,1.5108261751879738e-05,4.3436507414522
